Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,JobRole,MonthlyIncome,WorkLifeBalance,YearsAtCompany
31,No,Non-Travel,697,Research & Development,10,3,Medical,1,1979,Research Director,11031,4,11
54,No,Travel_Rarely,157,Research & Development,10,3,Medical,1,1980,Manufacturing Director,4440,3,5
24,No,Travel_Rarely,771,Research & Development,1,2,Life Sciences,1,1981,Healthcare Representative,4617,2,4
23,No,Travel_Rarely,571,Research & Development,12,2,Other,1,1982,Laboratory Technician,2647,4,5
40,No,Travel_Frequently,692,Research & Development,11,3,Technical Degree,1,1985,Laboratory Technician,6323,4,10
40,No,Travel_Rarely,444,Sales,2,2,Marketing,1,1986,Sales Executive,5677,3,11
25,No,Travel_Rarely,309,Human Resources,2,3,Human Resources,1,1987,Human Resources,2187,3,2
30,No,Travel_Rarely,911,Research & Development,1,2,Medical,1,1989,Laboratory Technician,3748,2,12
25,No,Travel_Rarely,977,Research & Development,2,1,Other,1,1992,Laboratory Technician,3977,2,2
47,No,Travel_Rarely,1180,Research & Development,25,3,Medical,1,1993,Healthcare Representative,8633,3,17
33,No,Non-Travel,1313,Research & Development,1,2,Medical,1,1994,Laboratory Technician,2008,2,1
38,No,Travel_Rarely,1321,Sales,1,4,Life Sciences,1,1995,Sales Executive,4440,3,15
31,No,Travel_Rarely,1154,Sales,2,2,Life Sciences,1,1996,Sales Representative,3067,3,2
38,No,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,1997,Manufacturing Director,5321,3,8
42,No,Travel_Rarely,557,Research & Development,18,4,Life Sciences,1,1998,Research Scientist,5410,2,4
41,No,Travel_Rarely,642,Research & Development,1,3,Life Sciences,1,1999,Research Scientist,2782,3,5
47,No,Non-Travel,1162,Research & Development,1,1,Medical,1,2000,Research Director,11957,1,13
35,No,Travel_Rarely,1490,Research & Development,11,4,Medical,1,2003,Laboratory Technician,2660,3,2
22,No,Travel_Rarely,581,Research & Development,1,2,Life Sciences,1,2007,Research Scientist,3375,4,3
35,No,Travel_Rarely,1395,Research & Development,9,4,Medical,1,2008,Research Scientist,5098,3,10
33,No,Travel_Rarely,501,Research & Development,15,2,Medical,1,2009,Healthcare Representative,4878,3,9
32,No,Travel_Rarely,267,Research & Development,29,4,Life Sciences,1,2010,Laboratory Technician,2837,3,6
40,No,Travel_Rarely,543,Research & Development,1,4,Life Sciences,1,2012,Laboratory Technician,2406,2,1
32,No,Travel_Rarely,234,Sales,1,4,Medical,1,2013,Sales Representative,2269,3,2
39,No,Travel_Rarely,116,Research & Development,24,1,Life Sciences,1,2014,Research Scientist,4108,3,7
38,No,Travel_Rarely,201,Research & Development,10,3,Medical,1,2015,Research Director,13206,3,18
32,No,Travel_Rarely,801,Sales,1,4,Marketing,1,2016,Sales Executive,10422,3,14
37,No,Travel_Rarely,161,Research & Development,10,3,Life Sciences,1,2017,Research Director,13744,3,16
25,No,Travel_Rarely,1382,Sales,8,2,Other,1,2018,Sales Executive,4907,2,5
52,No,Non-Travel,585,Sales,29,4,Life Sciences,1,2019,Sales Representative,3482,2,9
44,No,Travel_Rarely,1037,Research & Development,1,3,Medical,1,2020,Research Scientist,2436,3,4
21,No,Travel_Rarely,501,Sales,5,1,Medical,1,2021,Sales Representative,2380,3,2
39,No,Non-Travel,105,Research & Development,9,3,Life Sciences,1,2022,Manager,19431,2,6
23,Yes,Travel_Frequently,638,Sales,9,3,Marketing,1,2023,Sales Representative,1790,2,1
36,No,Travel_Rarely,557,Sales,3,3,Medical,1,2024,Sales Executive,7644,3,9
36,No,Travel_Frequently,688,Research & Development,4,2,Life Sciences,1,2025,Manufacturing Director,5131,3,4
56,No,Non-Travel,667,Research & Development,1,4,Life Sciences,1,2026,Healthcare Representative,6306,2,13
29,Yes,Travel_Rarely,1092,Research & Development,1,4,Medical,1,2027,Research Scientist,4787,4,2
42,No,Travel_Rarely,300,Research & Development,2,3,Life Sciences,1,2031,Manager,18880,2,22
56,Yes,Travel_Rarely,310,Research & Development,7,2,Technical Degree,1,2032,Laboratory Technician,2339,1,10
41,No,Travel_Rarely,582,Research & Development,28,4,Life Sciences,1,2034,Manufacturing Director,13570,3,20
34,No,Travel_Rarely,704,Sales,28,3,Marketing,1,2035,Sales Executive,6712,3,8
36,No,Non-Travel,301,Sales,15,4,Marketing,1,2036,Sales Executive,5406,2,15
41,No,Travel_Rarely,930,Sales,3,3,Life Sciences,1,2037,Sales Executive,8938,3,5
32,No,Travel_Rarely,529,Research & Development,2,3,Technical Degree,1,2038,Research Scientist,2439,3,4
35,No,Travel_Rarely,1146,Human Resources,26,4,Life Sciences,1,2040,Human Resources,8837,3,9
38,No,Travel_Rarely,345,Sales,10,2,Life Sciences,1,2041,Sales Executive,5343,3,10
50,Yes,Travel_Frequently,878,Sales,1,4,Life Sciences,1,2044,Sales Executive,6728,3,6
36,No,Travel_Rarely,1120,Sales,11,4,Marketing,1,2045,Sales Executive,6652,2,6
45,No,Travel_Rarely,374,Sales,20,3,Life Sciences,1,2046,Sales Executive,4850,3,5
40,No,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,1,2048,Research Scientist,2809,3,2
35,No,Travel_Frequently,1199,Research & Development,18,4,Life Sciences,1,2049,Healthcare Representative,5689,4,10
40,No,Travel_Rarely,1194,Research & Development,2,4,Medical,1,2051,Research Scientist,2001,3,5
35,No,Travel_Rarely,287,Research & Development,1,4,Life Sciences,1,2052,Research Scientist,2977,3,4
29,No,Travel_Rarely,1378,Research & Development,13,2,Other,1,2053,Laboratory Technician,4025,3,4
29,No,Travel_Rarely,468,Research & Development,28,4,Medical,1,2054,Research Scientist,3785,1,5
50,Yes,Travel_Rarely,410,Sales,28,3,Marketing,1,2055,Sales Executive,10854,3,3
39,No,Travel_Rarely,722,Sales,24,1,Marketing,1,2056,Sales Executive,12031,2,20
31,No,Non-Travel,325,Research & Development,5,3,Medical,1,2057,Manufacturing Director,9936,3,9
26,No,Travel_Rarely,1167,Sales,5,3,Other,1,2060,Sales Representative,2966,3,4
36,No,Travel_Frequently,884,Research & Development,23,2,Medical,1,2061,Laboratory Technician,2571,3,5
39,No,Travel_Rarely,613,Research & Development,6,1,Medical,1,2062,Healthcare Representative,9991,3,7
27,No,Travel_Rarely,155,Research & Development,4,3,Life Sciences,1,2064,Manufacturing Director,6142,3,6
49,No,Travel_Frequently,1023,Sales,2,3,Medical,1,2065,Sales Executive,5390,2,9
34,No,Travel_Rarely,628,Research & Development,8,3,Medical,1,2068,Laboratory Technician,4404,4,4
